Application_ID,Applicant_Name,Business_Name,Application_Date,Business_Address,Premises_Type,Applicant_Type,Seating_Capacity,Area_Type,Previous_Licenses_Held,Compliance_History,Tax_Compliance_Status,Premises_Ownership,Business_Longevity,Licensed_Areas,Automated_Liquor_Dispensers,Lineups_on_Public_Property,Ancillary_Areas,Proximity_to_Residential_Area,Proximity_to_School,Fire_Safety_Certificate,Municipal_Approval,Is_Renewal,Risk_Score,Risk_Classification,Licensing_Decision,Application_Status
LSL-00249,Michele Carpenter,"Peters, Smith and Willis",2023-05-12 5:25:30,"6963 Kristin Loop, Vaughan, ON, N7S1Y1",Auditorium,Estate/Trust,293,Indoor,No,None,Non-Compliant,Yes,1-5 years,VIP Rooms,No,Yes,No,Yes,No,Valid,Pending,No,10,Moderate,Conditional Approval,Human Reviewed
LSL-00252,Fernando Thomas,Barnes Group,2022-12-22 3:40:23,"4313 William Lakes Suite 424, Vaughan, ON, N9L 9K7",Golf Course,First Nations,80,Both,No,Minor,Non-Compliant,No,1-5 years,Outdoor Seating,No,Yes,No,No,No,Valid,Approved,Yes,8,Moderate,Conditional Approval,Human Reviewed
LSL-00253,Bill Archer,Morris-Gibson,2022-11-13 17:53:57,"6997 Bell Mews Apt. 035, Richmond Hill, ON, T9S8T8",Military,Estate/Trust,80,Indoor,Yes,None,Compliant,No,1-5 years,None,No,Yes,Yes,Yes,Yes,Valid,Approved,Yes,7,Moderate,Conditional Approval,Human Reviewed
LSL-00255,Annette Lopez,Bennett-Cabrera,2022-10-25 5:59:49,"009 Randall Meadow Suite 157, Richmond Hill, ON, E1T 7B6",Boat,Federal Government,87,Outdoor,Yes,Multiple,Non-Compliant,Yes,Less than 1 year,Outdoor Seating,No,No,No,No,No,Expired,Pending,No,8,Moderate,Conditional Approval,Human Reviewed
LSL-00256,Renee Taylor,Mueller Ltd,2022-11-14 23:30:23,"91040 Don Forge, Hamilton, ON, G1T 6A7",Bookstore,Corporation,179,Indoor,Yes,Severe,Compliant,Yes,1-5 years,Outdoor Seating,Yes,No,Yes,Yes,No,Valid,Pending,Yes,7,Moderate,Conditional Approval,Human Reviewed
LSL-00257,Kyle Hess,Jimenez Inc,2024-06-15 13:21:51,"2540 Barry Mountain Suite 717, Kitchener, ON, J8H 7R6",Art Gallery,Estate/Trust,57,Outdoor,Yes,Severe,Non-Compliant,No,More than 5 years,Outdoor Seating,No,No,Yes,Yes,Yes,Valid,Approved,Yes,11,Moderate,Conditional Approval,Human Reviewed
LSL-00258,Jennifer Carter,Thompson PLC,2023-03-23 18:08:45,"619 Decker Fort Suite 365, London, ON, X3H5G9",Big Box Retail Store,Estate/Trust,51,Outdoor,Yes,Multiple,Compliant,Yes,1-5 years,VIP Rooms,Yes,Yes,Yes,Yes,Yes,Valid,Pending,Yes,9,Moderate,Conditional Approval,Human Reviewed
LSL-00259,Jacob Montes,Stone Ltd,2023-06-18 12:20:35,"144 Green Hill, Vaughan, ON, P1J2G9",Internet Cafe,Limited Partnership,197,Indoor,No,Multiple,Non-Compliant,Yes,More than 5 years,None,Yes,No,No,Yes,No,Valid,Approved,No,8,Moderate,Conditional Approval,Human Reviewed
LSL-00262,Breanna Martinez,Lopez-Sheppard,2023-05-04 1:01:51,"7977 Linda Path, Brampton, ON, K2M 9G6",Funeral Home,Corporation,168,Indoor,Yes,Multiple,Compliant,No,1-5 years,Outdoor Seating,Yes,Yes,Yes,Yes,Yes,Valid,Approved,Yes,11,Moderate,Conditional Approval,Human Reviewed
LSL-00263,Devin Wolfe,Taylor PLC,2023-02-02 20:39:54,"7436 Woods Street, Toronto, ON, X2B 5J3",Motion Picture Theatre,Provincial Government,104,Both,Yes,Severe,Non-Compliant,No,More than 5 years,VIP Rooms,Yes,No,Yes,No,Yes,Expired,Approved,Yes,10,Moderate,Conditional Approval,Human Reviewed
LSL-00264,Ronnie Hill,"Hardy, Owens and Smith",2023-07-28 6:06:13,"2350 Ruben Way, Windsor, ON, S7Y5E4",Grocery Store,Federal Government,155,Indoor,Yes,None,Compliant,No,Less than 1 year,Outdoor Seating,Yes,No,No,Yes,Yes,Valid,Approved,No,11,Moderate,Conditional Approval,Human Reviewed
LSL-00266,Angela Martinez,Craig-Holmes,2024-08-26 1:34:53,"88345 Gordon Oval Apt. 177, Mississauga, ON, S7V5T6",Hotel / Motel,Estate/Trust,98,Outdoor,Yes,Severe,Non-Compliant,Yes,1-5 years,None,No,Yes,No,Yes,No,Expired,Approved,No,9,Moderate,Conditional Approval,Human Reviewed
LSL-00267,Edward Brown,Sexton-Nelson,2023-10-03 13:21:01,"46749 Elizabeth Camp Apt. 709, Mississauga, ON, P8M1C7",Community Centre,Corporation,243,Outdoor,No,None,Non-Compliant,No,More than 5 years,Outdoor Seating,No,Yes,No,No,Yes,Valid,Approved,Yes,9,Moderate,Conditional Approval,Human Reviewed
LSL-00268,Clifford Mendoza,"Mcclure, Fernandez and Schmidt",2023-05-08 22:18:20,"10713 Sanders Highway Apt. 699, Vaughan, ON, S8K 7R5",Automotive / Marina,Corporation,132,Outdoor,No,None,Non-Compliant,No,1-5 years,VIP Rooms,Yes,No,No,No,Yes,Valid,Pending,Yes,10,Moderate,Conditional Approval,Human Reviewed
LSL-00269,Patrick Pennington,"Trujillo, Preston and Hart",2024-06-18 11:37:44,"3086 Danielle Square, Windsor, ON, X6P 1C5",Hair Salon / Barber Shop,Partnership,131,Indoor,Yes,Multiple,Compliant,No,Less than 1 year,Outdoor Seating,No,Yes,No,No,No,Valid,Pending,No,9,Moderate,Conditional Approval,Human Reviewed
LSL-00271,Francis Thomas,"Hayden, Briggs and Blevins",2022-12-28 22:15:19,"674 Carl Rapid, Kitchener, ON, M6A7C4",Night Club,Provincial Government,286,Indoor,Yes,Severe,Compliant,Yes,Less than 1 year,VIP Rooms,No,Yes,No,Yes,No,Expired,Approved,No,10,Moderate,Conditional Approval,Human Reviewed
LSL-00272,Scott Moreno,Roman PLC,2024-04-15 14:13:49,"295 Edwards Club Suite 720, Vaughan, ON, E8P3M8",Restaurant / Bar,Federal Government,178,Indoor,Yes,Minor,Non-Compliant,Yes,Less than 1 year,VIP Rooms,Yes,Yes,Yes,Yes,No,Expired,Pending,Yes,9,Moderate,Conditional Approval,Human Reviewed
LSL-00274,Amanda Rose,"Monroe, Haynes and Ward",2023-07-05 23:46:57,"00205 Brittney Locks Apt. 847, Toronto, ON, H3E 7H1",Other,Municipality,282,Both,No,None,Non-Compliant,No,More than 5 years,None,No,Yes,No,Yes,No,Expired,Approved,No,10,Moderate,Conditional Approval,Human Reviewed
LSL-00275,Corey Baxter,"Benson, Smith and Wyatt",2024-07-30 4:10:21,"0910 Thomas Route, Kitchener, ON, N2J2L7",Adult Entertainment,Sole Proprietor,240,Outdoor,No,Minor,Compliant,No,Less than 1 year,Outdoor Seating,No,Yes,No,No,Yes,Expired,Pending,Yes,10,Moderate,Conditional Approval,Human Reviewed
LSL-00276,Brandon Stokes,Elliott LLC,2023-11-05 18:01:32,"3759 Warner Lakes, Vaughan, ON, P8P9T6",Karaoke Bar / Restaurant,Corporation,243,Indoor,No,None,Non-Compliant,No,Less than 1 year,None,Yes,Yes,No,No,No,Valid,Approved,Yes,10,Moderate,Conditional Approval,Human Reviewed
LSL-00277,Marcus Willis,Sutton-Kemp,2023-11-03 17:48:56,"95385 Soto Ports, Windsor, ON, J4T7K5",Educational Facility-Under 19 yrs of age,Estate/Trust,280,Outdoor,Yes,None,Compliant,No,1-5 years,Outdoor Seating,Yes,No,Yes,Yes,Yes,Expired,Pending,No,10,Moderate,Conditional Approval,Human Reviewed
LSL-00278,Edwin Williams,"Sanford, Mcfarland and Jackson",2023-02-21 6:16:53,"524 Clark Gardens, Ottawa, ON, E1S 1K1",Educational Facility-Under 19 yrs of age,Sole Proprietor,86,Outdoor,Yes,Multiple,Compliant,No,1-5 years,None,No,Yes,No,Yes,No,Valid,Approved,No,8,Moderate,Conditional Approval,Human Reviewed
LSL-00279,Lori Fisher,Hernandez Inc,2024-07-21 15:12:09,"9857 Kevin Crossroad Suite 706, Vaughan, ON, S2H 5S6",Other,First Nations,286,Both,Yes,Multiple,Non-Compliant,No,Less than 1 year,Outdoor Seating,Yes,No,Yes,No,Yes,Expired,Pending,Yes,12,Moderate,Conditional Approval,Human Reviewed
LSL-00280,Lisa Diaz,"Watts, Anderson and Peterson",2024-10-01 23:17:54,"35928 Shannon Ports Suite 697, Brampton, ON, M5T 5N9",Motion Picture Theatre,First Nations,288,Both,Yes,Minor,Non-Compliant,Yes,1-5 years,None,Yes,No,No,Yes,Yes,Valid,Pending,No,8,Moderate,Conditional Approval,Human Reviewed
LSL-00281,Pamela Harris,"Sutton, Rose and Becker",2023-05-14 17:42:41,"915 Hernandez Spurs, Kitchener, ON, X4B1J5",Bar / Sports Bar,Partnership,239,Both,No,Multiple,Non-Compliant,No,Less than 1 year,VIP Rooms,No,No,Yes,No,No,Valid,Pending,No,12,Moderate,Conditional Approval,Human Reviewed
LSL-00282,Christopher Jones,Cooley-Herrera,2024-08-25 9:13:52,"2443 Jamie Ways, Mississauga, ON, Y4J 9H7",Hair Salon / Barber Shop,Provincial Government,222,Indoor,No,Multiple,Compliant,No,Less than 1 year,VIP Rooms,Yes,Yes,No,No,No,Expired,Approved,Yes,9,Moderate,Conditional Approval,Human Reviewed
LSL-00286,Gabriela Macias,Garcia Inc,2023-02-17 19:05:56,"00421 Nathan Camp, Hamilton, ON, A7K1E3",Bookstore,Estate/Trust,75,Outdoor,Yes,Severe,Compliant,Yes,Less than 1 year,Outdoor Seating,Yes,No,Yes,Yes,No,Valid,Pending,No,11,Moderate,Conditional Approval,Human Reviewed
LSL-00289,Jennifer Smith,Castro-Golden,2024-01-11 16:23:47,"4005 Joseph Lake Suite 047, Toronto, ON, K4M 9Y8",Bingo Hall,Provincial Government,122,Both,Yes,Severe,Non-Compliant,No,More than 5 years,Outdoor Seating,No,Yes,No,No,Yes,Expired,Pending,No,11,Moderate,Conditional Approval,Human Reviewed
LSL-00290,Sarah Anderson,Hansen Inc,2024-09-23 2:47:06,"47937 Farmer Springs, Richmond Hill, ON, K5G 2R1",Big Box Retail Store,Partnership,289,Indoor,Yes,Minor,Compliant,Yes,Less than 1 year,Outdoor Seating,Yes,No,No,Yes,No,Expired,Approved,No,7,Moderate,Conditional Approval,Human Reviewed
LSL-00291,Aaron West,Rivera-Sanders,2023-12-18 6:44:28,"521 Michael Square Suite 228, Brampton, ON, X8P 3T3",General Store,Association,115,Both,No,None,Non-Compliant,No,More than 5 years,Outdoor Seating,No,Yes,Yes,Yes,No,Expired,Approved,Yes,10,Moderate,Conditional Approval,Human Reviewed
LSL-00292,David Meyer,Parks Ltd,2024-09-02 2:49:03,"70763 Tate Islands, Markham, ON, G7M8N5",Speciality Food Store,Federal Government,112,Indoor,Yes,Severe,Non-Compliant,No,More than 5 years,None,Yes,Yes,Yes,No,No,Valid,Pending,Yes,8,Moderate,Conditional Approval,Human Reviewed
LSL-00293,Anthony Baker,"Mckee, Washington and Keith",2023-02-16 17:04:43,"40035 Alvarado Points, Kitchener, ON, B7G6B9",Restaurant / Bar,Sole Proprietor,219,Both,No,None,Compliant,No,1-5 years,None,Yes,Yes,Yes,No,Yes,Valid,Approved,No,11,Moderate,Conditional Approval,Human Reviewed
LSL-00295,Alexander Jones,"Ruiz, Martin and Clements",2024-10-12 10:11:15,"8207 Becker Bridge Apt. 501, Toronto, ON, P1Y 1J6",Hair Salon / Barber Shop,Partnership,161,Outdoor,No,Minor,Non-Compliant,Yes,More than 5 years,None,No,No,No,Yes,No,Valid,Approved,No,7,Moderate,Conditional Approval,Human Reviewed
LSL-00297,Samuel Hansen,"Jackson, Spears and Silva",2023-07-16 14:16:17,"93287 Cassie Street, Hamilton, ON, G7P 1G8",Medical Facility,Sole Proprietor,247,Both,Yes,None,Non-Compliant,No,More than 5 years,VIP Rooms,Yes,Yes,Yes,No,Yes,Expired,Pending,Yes,8,Moderate,Conditional Approval,Human Reviewed
LSL-00298,Melissa Ward,"Lewis, Mccoy and Mann",2022-12-07 5:40:16,"341 Marshall Park Apt. 109, Mississauga, ON, M6C4L1",Educational Facility-Over 19 yrs of age,Corporation,91,Indoor,Yes,Minor,Non-Compliant,Yes,More than 5 years,None,Yes,Yes,Yes,No,Yes,Valid,Pending,No,7,Moderate,Conditional Approval,Human Reviewed
LSL-00299,Christina Scott,Reed-Myers,2024-04-11 15:18:47,"35830 Giles Parkway Suite 425, Ottawa, ON, X8P 4H7",Retirement Residence,Corporation,147,Both,No,Multiple,Non-Compliant,Yes,Less than 1 year,VIP Rooms,Yes,No,No,Yes,No,Valid,Approved,Yes,10,Moderate,Conditional Approval,Human Reviewed
LSL-00301,Benjamin Hatfield,Morris-Patterson,2023-12-15 3:11:31,"3907 Brandi Shores Apt. 130, London, ON, N8E 4P3",Bookstore,Limited Partnership,242,Both,Yes,None,Non-Compliant,No,1-5 years,VIP Rooms,Yes,Yes,No,No,Yes,Expired,Pending,Yes,8,Moderate,Conditional Approval,Human Reviewed
LSL-00304,Heather Watts,"Rojas, Cruz and Delgado",2024-01-23 7:12:50,"0043 Lisa Creek, Brampton, ON, P1N6S5",Banquet Hall,Municipality,172,Indoor,No,Minor,Compliant,No,More than 5 years,VIP Rooms,Yes,Yes,No,Yes,No,Valid,Pending,Yes,8,Moderate,Conditional Approval,Human Reviewed
LSL-00307,Alexis Nelson MD,Miles and Sons,2022-11-02 3:49:28,"578 Charles Dam, Markham, ON, C9Y 8T5",Retirement Residence,Association,112,Indoor,No,Minor,Non-Compliant,No,Less than 1 year,None,No,No,No,No,Yes,Expired,Approved,Yes,10,Moderate,Conditional Approval,Human Reviewed
LSL-00310,Shirley Collins,Hernandez-Brown,2023-12-05 16:57:46,"09174 Ralph Center Suite 720, Markham, ON, K9C9V6",Military,Sole Proprietor,74,Both,No,None,Compliant,No,More than 5 years,Outdoor Seating,Yes,No,Yes,No,No,Valid,Pending,No,8,Moderate,Conditional Approval,Human Reviewed
LSL-00313,Nathan Nielsen,Kline PLC,2023-03-16 11:30:29,"23041 Howard Shoals, Richmond Hill, ON, G7S2C4",Medical Facility,Partnership,88,Both,Yes,Multiple,Compliant,No,Less than 1 year,None,Yes,Yes,Yes,No,Yes,Valid,Approved,Yes,10,Moderate,Conditional Approval,Human Reviewed
LSL-00315,Jacqueline Garrett,Ramirez PLC,2023-03-24 16:33:22,"497 Kenneth Island, Brampton, ON, N3Y 3X1",Karaoke Bar / Restaurant,Municipality,211,Outdoor,No,None,Non-Compliant,No,1-5 years,VIP Rooms,No,Yes,No,No,No,Expired,Pending,No,10,Moderate,Conditional Approval,Human Reviewed
LSL-00316,Bridget Hardy,"Brown, Lawrence and Young",2023-03-24 12:10:22,"301 Chung Squares, Windsor, ON, X3G1M5",Museum,Corporation,264,Outdoor,No,Minor,Non-Compliant,No,Less than 1 year,VIP Rooms,Yes,No,No,Yes,No,Expired,Pending,Yes,12,Moderate,Conditional Approval,Human Reviewed
LSL-00317,Charles Gates,Smith-Ferguson,2024-01-26 2:34:56,"9429 Rivas Plains, Brampton, ON, N3R 5Y7",Train,Limited Partnership,233,Outdoor,Yes,Severe,Non-Compliant,Yes,More than 5 years,VIP Rooms,Yes,Yes,No,Yes,Yes,Expired,Approved,Yes,10,Moderate,Conditional Approval,Human Reviewed
LSL-00319,Jon Stout,"Welch, Monroe and Brown",2023-02-15 23:53:08,"438 Eric Pike Suite 594, Mississauga, ON, S4J4H5",Railway Car,Sole Proprietor,176,Outdoor,No,Minor,Non-Compliant,Yes,Less than 1 year,VIP Rooms,Yes,No,No,No,No,Valid,Approved,Yes,8,Moderate,Conditional Approval,Human Reviewed
LSL-00320,Allison Bailey,"Bradley, Murray and Shaffer",2024-06-26 1:15:25,"9281 Angel Lock, Richmond Hill, ON, G4X 6E9",Restaurant / Club,Sole Proprietor,107,Indoor,No,Minor,Non-Compliant,Yes,More than 5 years,None,Yes,Yes,Yes,No,Yes,Valid,Pending,No,10,Moderate,Conditional Approval,Human Reviewed
LSL-00321,Whitney Conway,"Bell, Green and Young",2023-08-22 22:27:23,"7092 Stephanie Avenue Apt. 911, Brampton, ON, L4P 4X2",Athletic Club,Sole Proprietor,87,Indoor,Yes,Severe,Compliant,Yes,1-5 years,VIP Rooms,No,Yes,Yes,No,Yes,Valid,Pending,No,9,Moderate,Conditional Approval,Human Reviewed
LSL-00324,Jacqueline Lucero,Pitts-Duran,2024-04-04 6:00:11,"270 Taylor Meadows Apt. 082, Brampton, ON, P4L 7R2",Hair Salon / Barber Shop,Limited Partnership,170,Indoor,No,Minor,Compliant,No,1-5 years,Outdoor Seating,No,Yes,Yes,Yes,No,Valid,Approved,Yes,9,Moderate,Conditional Approval,Human Reviewed
LSL-00326,Philip Robinson,Smith Ltd,2022-11-14 9:26:45,"6044 Ashley Mission, London, ON, X9K 6V3",Internet Cafe,Corporation,140,Outdoor,No,Minor,Compliant,Yes,Less than 1 year,VIP Rooms,No,Yes,No,No,Yes,Valid,Pending,Yes,8,Moderate,Conditional Approval,Human Reviewed
LSL-00327,Kathleen Oconnell,Savage Group,2023-10-20 11:43:53,"70396 Olson Streets Suite 551, Mississauga, ON, E8X 4C4",Bingo Hall,Provincial Government,267,Both,No,Minor,Compliant,Yes,Less than 1 year,Outdoor Seating,No,Yes,No,No,No,Valid,Approved,No,8,Moderate,Conditional Approval,Human Reviewed
LSL-00330,Scott Barber,Orr Group,2024-10-13 10:07:22,"40362 Lauren Keys, Richmond Hill, ON, R5A7R1",Social Club,Association,145,Outdoor,Yes,Minor,Non-Compliant,Yes,Less than 1 year,VIP Rooms,Yes,No,Yes,No,Yes,Valid,Approved,No,10,Moderate,Conditional Approval,Human Reviewed
LSL-00331,Thomas Wang,Ewing Inc,2024-01-05 2:41:18,"16881 Michelle Ville Suite 277, London, ON, R9H4Y7",Restaurant / Club,Limited Partnership,144,Both,No,Minor,Non-Compliant,Yes,Less than 1 year,None,Yes,No,No,No,Yes,Valid,Pending,Yes,9,Moderate,Conditional Approval,Human Reviewed
LSL-00333,Jessica Terry,"Hamilton, Mack and Clark",2023-06-25 9:06:24,"761 Hayes Prairie, Brampton, ON, M8K4E1",Museum,Sole Proprietor,146,Outdoor,No,Severe,Compliant,Yes,Less than 1 year,Outdoor Seating,No,Yes,Yes,Yes,No,Expired,Pending,Yes,9,Moderate,Conditional Approval,Human Reviewed
LSL-00334,Debbie White,"Miller, Joyce and Fleming",2023-12-11 4:35:59,"324 Corey Tunnel Apt. 024, Markham, ON, Y2E 7K7",Department Store,Sole Proprietor,118,Outdoor,Yes,Minor,Compliant,Yes,Less than 1 year,None,Yes,No,Yes,Yes,Yes,Expired,Approved,No,9,Moderate,Conditional Approval,Human Reviewed
LSL-00335,Patricia Dyer,"Higgins, Tucker and Wolf",2023-04-03 18:24:51,"840 Collins Estates Apt. 848, Markham, ON, Y3H6T3",Arcade-style Facility,Partnership,86,Both,Yes,Multiple,Non-Compliant,No,1-5 years,VIP Rooms,No,No,No,Yes,No,Valid,Approved,Yes,8,Moderate,Conditional Approval,Human Reviewed
LSL-00336,Brett Stein,"Brown, Mayer and Pierce",2023-11-18 5:02:37,"849 Jackson Meadow Apt. 442, Windsor, ON, X6B1B1",Bar / Sports Bar,Provincial Government,232,Both,No,None,Compliant,Yes,More than 5 years,None,Yes,Yes,No,Yes,Yes,Valid,Pending,No,9,Moderate,Conditional Approval,Human Reviewed
LSL-00338,Christopher Schmidt,"Griffith, Guzman and Graham",2023-08-08 4:28:16,"04460 Lisa Mews Suite 431, Vaughan, ON, J4N4K4",Place of Worship,Federal Government,300,Indoor,Yes,Severe,Non-Compliant,Yes,More than 5 years,VIP Rooms,Yes,Yes,No,Yes,Yes,Valid,Pending,No,12,Moderate,Conditional Approval,Human Reviewed
LSL-00341,Joseph Francis,"Martinez, Hall and Rivera",2024-06-13 6:43:48,"417 Gilmore Roads Apt. 463, Ottawa, ON, L5Y5L6",Educational Facility-Under 19 yrs of age,Limited Partnership,219,Indoor,No,Severe,Compliant,No,1-5 years,Outdoor Seating,No,No,Yes,Yes,Yes,Expired,Approved,Yes,10,Moderate,Conditional Approval,Human Reviewed
LSL-00342,Denise Page,"Foster, Holmes and Taylor",2024-05-05 13:51:47,"16434 Davis Crescent, Windsor, ON, B3G 1X9",Retirement Residence,Sole Proprietor,214,Both,No,Minor,Compliant,No,Less than 1 year,None,No,No,No,Yes,No,Valid,Pending,No,10,Moderate,Conditional Approval,Human Reviewed
LSL-00344,Amber Yang,Montgomery Group,2023-02-18 15:53:36,"196 Pearson Island Apt. 026, Hamilton, ON, S2G4L3",Restaurant (Franchise),Provincial Government,290,Indoor,No,Multiple,Non-Compliant,Yes,1-5 years,VIP Rooms,Yes,No,No,No,Yes,Expired,Approved,No,10,Moderate,Conditional Approval,Human Reviewed
LSL-00345,Jonathan Campbell,Small-Miller,2024-05-09 4:57:56,"068 Philip Lane Suite 357, Vaughan, ON, B5A7V1",Historical Site / Landmark,Provincial Government,95,Outdoor,Yes,Multiple,Compliant,No,Less than 1 year,VIP Rooms,Yes,No,No,No,Yes,Valid,Approved,Yes,9,Moderate,Conditional Approval,Human Reviewed
LSL-00346,Michael Gordon,Webb-Vance,2024-01-25 4:20:49,"95048 Katie Villages Apt. 697, Windsor, ON, P8N4H1",Train,Federal Government,78,Outdoor,No,Multiple,Compliant,No,Less than 1 year,VIP Rooms,No,No,Yes,No,Yes,Valid,Approved,No,12,Moderate,Conditional Approval,Human Reviewed
LSL-00347,Michael Castro,Clark-Wu,2024-08-28 20:46:45,"40258 Kristina Mall, Mississauga, ON, C7G4K4",Specialty Merchandise Store,Partnership,126,Indoor,No,Severe,Compliant,No,1-5 years,VIP Rooms,No,Yes,No,Yes,No,Valid,Approved,Yes,8,Moderate,Conditional Approval,Human Reviewed
LSL-00348,Jacob Williams,Hernandez-Beck,2023-10-30 1:19:09,"14393 Ponce Plains, Vaughan, ON, J7J8L5",Hair Salon / Barber Shop,Municipality,133,Outdoor,No,Multiple,Compliant,No,Less than 1 year,None,No,Yes,No,No,Yes,Expired,Approved,Yes,9,Moderate,Conditional Approval,Human Reviewed
LSL-00349,Mallory Ortega,Johnson LLC,2023-09-14 11:36:30,"69579 Potts Parkway Apt. 119, Richmond Hill, ON, L8K5B2",Restaurant / Club,Federal Government,136,Both,No,Severe,Compliant,No,1-5 years,VIP Rooms,No,No,Yes,No,Yes,Valid,Approved,No,10,Moderate,Conditional Approval,Human Reviewed
LSL-00351,Colton Howard MD,Brown PLC,2024-04-17 3:32:17,"7025 Micheal Ford Suite 796, Vaughan, ON, M7R 3B1",Convenient Store,Provincial Government,95,Both,No,Minor,Compliant,No,More than 5 years,None,Yes,No,Yes,Yes,Yes,Expired,Pending,Yes,9,Moderate,Conditional Approval,Human Reviewed
LSL-00352,Jordan Mcdonald,"Sherman, Peters and Jones",2023-08-20 20:37:28,"1936 Barry Turnpike, Mississauga, ON, P5T3S8",Restaurant (Franchise),Provincial Government,88,Indoor,No,Multiple,Compliant,Yes,More than 5 years,Outdoor Seating,Yes,Yes,No,Yes,No,Expired,Approved,No,8,Moderate,Conditional Approval,Human Reviewed
LSL-00353,Amy Torres,Franklin Ltd,2023-05-29 6:18:43,"80152 Dana Way Suite 256, Mississauga, ON, J1B5T4",Restaurant (Franchise),Association,181,Both,Yes,Severe,Compliant,No,1-5 years,VIP Rooms,No,No,Yes,No,No,Expired,Approved,No,8,Moderate,Conditional Approval,Human Reviewed
LSL-00354,Erik Thompson,Kelley-Yu,2024-02-15 7:22:50,"4088 Strickland Garden Suite 315, Vaughan, ON, B7N 8K6",Boat,Corporation,146,Outdoor,No,Minor,Compliant,Yes,Less than 1 year,Outdoor Seating,Yes,No,Yes,No,No,Valid,Approved,Yes,7,Moderate,Conditional Approval,Human Reviewed
LSL-00355,Anna Frederick,"Roberts, Bender and Webb",2024-08-27 10:44:25,"098 Sims Shoal, Richmond Hill, ON, N4E 9L9",Bowling Alley,Municipality,139,Outdoor,No,Severe,Compliant,No,Less than 1 year,VIP Rooms,Yes,Yes,No,Yes,No,Valid,Pending,Yes,11,Moderate,Conditional Approval,Human Reviewed
LSL-00360,Zachary Miller,Dalton-Landry,2024-06-26 10:58:09,"303 Sherri Burgs, Windsor, ON, T2B7Y7",Boat,Limited Partnership,149,Outdoor,Yes,Severe,Non-Compliant,No,Less than 1 year,Outdoor Seating,No,No,Yes,No,Yes,Valid,Pending,Yes,12,Moderate,Conditional Approval,Human Reviewed
LSL-00361,Crystal Barnes,Anderson Group,2024-02-14 18:50:50,"7909 Megan Forge, Hamilton, ON, R4S3Y1",Billiard / Pool Hall,Partnership,144,Indoor,No,Minor,Compliant,Yes,1-5 years,VIP Rooms,No,Yes,Yes,No,Yes,Valid,Pending,No,9,Moderate,Conditional Approval,Human Reviewed
LSL-00363,Sara Gonzalez,Mayo and Sons,2023-04-13 2:15:28,"4606 Gardner Forge Suite 494, Windsor, ON, H1H 5E8",Auditorium,Municipality,270,Outdoor,Yes,None,Compliant,Yes,1-5 years,Outdoor Seating,Yes,No,Yes,Yes,Yes,Expired,Approved,No,8,Moderate,Conditional Approval,Human Reviewed
LSL-00364,Christopher Garcia,"Dawson, Hendricks and Evans",2024-03-20 16:03:32,"6749 Lori Skyway, Markham, ON, J5E 5G1",Internet Cafe,Municipality,234,Outdoor,Yes,Multiple,Compliant,No,Less than 1 year,None,No,No,Yes,No,Yes,Expired,Pending,No,10,Moderate,Conditional Approval,Human Reviewed
LSL-00365,Christine Gibbs,Church-Hoover,2024-03-22 22:21:27,"380 English Springs Suite 565, Markham, ON, E6Y 8T2",Arcade-style Facility,Estate/Trust,162,Indoor,No,None,Compliant,Yes,More than 5 years,Outdoor Seating,No,No,Yes,Yes,No,Expired,Approved,No,7,Moderate,Conditional Approval,Human Reviewed
LSL-00367,Eric Walker,Hancock-Mcmillan,2023-02-21 5:40:28,"1530 Keith Meadows Apt. 588, Hamilton, ON, Y4H6M9",Internet Cafe,Sole Proprietor,232,Outdoor,No,Severe,Compliant,Yes,More than 5 years,VIP Rooms,Yes,No,No,Yes,Yes,Valid,Approved,No,9,Moderate,Conditional Approval,Human Reviewed
LSL-00368,Tiffany Simon,Hess and Sons,2023-10-29 9:17:24,"339 Peters Stravenue Apt. 643, Brampton, ON, R9L1Y8",Laundromat,First Nations,91,Indoor,No,Severe,Compliant,Yes,More than 5 years,VIP Rooms,No,Yes,Yes,No,Yes,Expired,Pending,No,8,Moderate,Conditional Approval,Human Reviewed
LSL-00373,Cindy Blackwell,Clark-Kennedy,2024-01-19 6:24:35,"4947 Hamilton Hollow, Vaughan, ON, K1J 1M1",Art Gallery,Limited Partnership,65,Indoor,Yes,Severe,Non-Compliant,Yes,1-5 years,VIP Rooms,No,No,No,No,Yes,Expired,Approved,Yes,7,Moderate,Conditional Approval,Human Reviewed
LSL-00374,Patrick Adams,"Flores, Mcfarland and Jones",2024-06-24 19:22:57,"7669 Dominguez Mountains Apt. 595, Brampton, ON, P6R6Y9",Place of Worship,Municipality,52,Both,No,Minor,Non-Compliant,Yes,More than 5 years,VIP Rooms,Yes,Yes,Yes,Yes,Yes,Valid,Pending,Yes,11,Moderate,Conditional Approval,Human Reviewed
LSL-00375,Kenneth Mckenzie,"Haley, Hughes and Thomas",2023-03-07 8:34:50,"878 William Harbors Apt. 815, Markham, ON, E5P6M4",Educational Facility-Under 19 yrs of age,Corporation,164,Indoor,No,Multiple,Non-Compliant,Yes,More than 5 years,Outdoor Seating,Yes,Yes,Yes,No,No,Valid,Approved,No,9,Moderate,Conditional Approval,Human Reviewed
